	neuroNER_ID	neuroNER_Name
9004	UNKN_REGION:6618	cella media ventriculi lateralis
9005	UNKN_REGION:6619	tectum mesencephalicum
9006	UNKN_REGION:662	rubrobulbar fibers
9007	UNKN_REGION:6620	gyrus cinguli anterior
9008	UNKN_REGION:6621	basal forebrain fasciculus
9009	UNKN_REGION:6622	lateral fissure
9010	UNKN_REGION:6623	bed nucleus of the stria terminalis, medial division, posterior part
9011	UNKN_REGION:6624	substantia medullaris temporalis inferior
9012	UNKN_REGION:6625	anterior olfactory nucleus, external part, molecular layer
9013	UNKN_REGION:6626	substantia gliosa
9014	UNKN_REGION:6627	corpus luysi
9015	UNKN_REGION:6628	corpus callosum rostrum
9016	UNKN_REGION:6629	infracerebellar nucleus
9017	UNKN_REGION:663	cerebellar white matter
9018	UNKN_REGION:6630	sulcus occipitalis inferior
9019	UNKN_REGION:6631	somatic sensory area ii
9020	UNKN_REGION:6632	nucleus raphé obscurus
9021	UNKN_REGION:6633	sulcus parieto-occipitalis lateralis
9022	UNKN_REGION:6634	intercollicular nucleus
9023	UNKN_REGION:6635	interpeduncular nucleus, lateral part
9024	UNKN_REGION:6636	dorsal nucleus of lateral lemniscus
9025	UNKN_REGION:6637	alar plate
9026	UNKN_REGION:6638	lateral septal nucleus caudal  part dorsal zone lateral region
9027	UNKN_REGION:6639	lemniscus sensibilis
9028	UNKN_REGION:664	dopaminergic a13 group
9029	UNKN_REGION:6640	stratum cinereum
9030	UNKN_REGION:6641	area temporalis transversa posterior
9031	UNKN_REGION:6642	gyrus subcallosus
9032	UNKN_REGION:6643	area subcentralis
9033	UNKN_REGION:6644	nucleus basalis accessorius medialis amygdalae
9034	UNKN_REGION:6645	nerve iii
9035	UNKN_REGION:6646	metencephalon
9036	UNKN_REGION:6647	central sulcus of rolando
9037	UNKN_REGION:6648	stratum radiatum of the hippocampus
9038	UNKN_REGION:6649	nucleus of bulbar accessory nerve
9039	UNKN_REGION:665	paraventricular hypothalamic nucleus, medial parvicellular part, dorsal zone
9040	UNKN_REGION:6650	second auditory area
9041	UNKN_REGION:6651	lobus rostralis cerebelli
9042	UNKN_REGION:6652	dorsal trigmino-thalamic tract
9043	UNKN_REGION:6653	fissura postcentralis cerebelli
9044	UNKN_REGION:6654	cisterna colliculorum
9045	UNKN_REGION:6655	cranial portion of eleventh cranial nerve
9046	UNKN_REGION:6656	central fissure
9047	UNKN_REGION:6657	nucleus intracuneiformis
9048	UNKN_REGION:6658	general visceral afferents
9049	UNKN_REGION:6659	tractus vestibulocerebelli
9050	UNKN_REGION:666	pre-occipital cortex
9051	UNKN_REGION:6660	nucleus lateralis posterior thalami
9052	UNKN_REGION:6661	nucleus reuniens rostral division
9053	UNKN_REGION:6662	intercalated nuclei of the amygdala
9054	UNKN_REGION:6663	area 40 of brodmann
9055	UNKN_REGION:6664	systema nervosum
9056	UNKN_REGION:6665	ansiform lobule, crus 1, sublobules a-d
9057	UNKN_REGION:6666	ventriculus lateralis
9058	UNKN_REGION:6667	rostrum corpus callosi
9059	UNKN_REGION:6668	suprasegmental levels of nervous system
9060	UNKN_REGION:6669	sulcus ectocalcarinus
9061	UNKN_REGION:667	choroid plexus, fourth ventricle
9062	UNKN_REGION:6670	base of pons
9063	UNKN_REGION:6671	inferior fronto-occipital fasciculus
9064	UNKN_REGION:6672	subregio medioradiata
9065	UNKN_REGION:6673	ramus anterior horizontalis sulcus lateralis
9066	UNKN_REGION:6674	uncinate fasciculus-1
9067	UNKN_REGION:6675	mesocortical region
9068	UNKN_REGION:6676	formatio reticularis mesencephali - not otherwise specified
9069	UNKN_REGION:6677	intercalated amygdalar nuclei
9070	UNKN_REGION:6678	molecular layer of the dentate gyrus
9071	UNKN_REGION:6679	gyrus fasciolaris
9072	UNKN_REGION:668	colliculus superior - not otherwise specified
9073	UNKN_REGION:6680	temporal peduncle
9074	UNKN_REGION:6681	abducent colliculus
9075	UNKN_REGION:6682	nucleus parabrachialis pigmentosus
9076	UNKN_REGION:6683	kölliker-fuse nucleus
9077	UNKN_REGION:6684	simple lobule sublobule a
9078	UNKN_REGION:6685	trigeminal lemniscus-1
9079	UNKN_REGION:6686	nucleus amygdalae
9080	UNKN_REGION:6687	posterior middle temporal sulcus
9081	UNKN_REGION:6688	medial nuclear group
9082	UNKN_REGION:6689	gustatory nucleus
9083	UNKN_REGION:669	parolfactory area of broca
9084	UNKN_REGION:6690	tuberal nuclei
9085	UNKN_REGION:6691	ventral posteromedial nucleus thalamus, parvicellular part
9086	UNKN_REGION:6692	caput nuclei caudati
9087	UNKN_REGION:6693	cerebral association fibers
9088	UNKN_REGION:6694	archipallium
9089	UNKN_REGION:6695	nucleus anteroventralis
9090	UNKN_REGION:6696	commissura fornicis
9091	UNKN_REGION:6697	area entorhinalis dorsalis
9092	UNKN_REGION:6698	lateral olfactory area
9093	UNKN_REGION:6699	bulbar accessory nerve
9094	UNKN_REGION:67	mesencephalic
9095	UNKN_REGION:670	pes hippocampi
9096	UNKN_REGION:6700	dentate gyrus lateral blade polymorph layer
9097	UNKN_REGION:6701	locus coeruleus proper
9098	UNKN_REGION:6702	parietal type cortex
9099	UNKN_REGION:6703	area 47 of brodmann
9100	UNKN_REGION:6704	commissura supraoptica superior pars dorsalis
9101	UNKN_REGION:6705	sagittal section
9102	UNKN_REGION:6706	sulcus calcarinus posterior
9103	UNKN_REGION:6707	pachymeninx
9104	UNKN_REGION:6708	paleoruber
9105	UNKN_REGION:6709	area parolfactoria
9106	UNKN_REGION:671	retina, ganglion cell layer
9107	UNKN_REGION:6710	nucleus paraventricularis posterior
9108	UNKN_REGION:6711	eulaminate cortex
9109	UNKN_REGION:6712	intergeniculate leaflet
9110	UNKN_REGION:6713	occipital thalamic peduncle
9111	UNKN_REGION:6714	dorsomedial hypothalamic nucleus, ventral part
9112	UNKN_REGION:6715	deep nuclear gray of hemisphere
9113	UNKN_REGION:6716	nucleus of the vertical limb of the diagonal band
9114	UNKN_REGION:6717	nucleus raphes magnus
9115	UNKN_REGION:6718	dentate nucleus proper
9116	UNKN_REGION:6719	magnocellular part of red nucleus
9117	UNKN_REGION:672	anterodorsal preoptic nucleus
9118	UNKN_REGION:6720	hypothalamo-hypophysial tract
9119	UNKN_REGION:6721	sulcus frontalis medius
9120	UNKN_REGION:6722	medial accessory olivary nucleus
9121	UNKN_REGION:6723	nucleus cuneatus
9122	UNKN_REGION:6724	medial nucleus of the amygdala posterodorsal part,sublayer a
9123	UNKN_REGION:6725	nucleus reticularis lateralis
9124	UNKN_REGION:6726	sulcus lateralis, ramus posterior
9125	UNKN_REGION:6727	nucleus pallidohypothalamicus
9126	UNKN_REGION:6728	midbrain-hindbrain, sensory, visual
9127	UNKN_REGION:6729	laterolateral visual area
9128	UNKN_REGION:673	inferior ramus of arcuate sulcus
9129	UNKN_REGION:6730	lemniscus medialis
9130	UNKN_REGION:6731	nucleus prepositus hypoglossi
9131	UNKN_REGION:6732	area prepyriformis
9132	UNKN_REGION:6733	sulci cerebri
9133	UNKN_REGION:6734	central lobule, lobule ii sublobule a
9134	UNKN_REGION:6735	dorsal portion of pons
9135	UNKN_REGION:6736	medullary reticular formation
9136	UNKN_REGION:6737	second short gyrus
9137	UNKN_REGION:6738	tractus spinocerebellaris dorsalis
9138	UNKN_REGION:6739	nucleus tegmenti pedunculopontinus
9139	UNKN_REGION:674	spinal nucleus of the trigeminal oral part ventrolateral part
9140	UNKN_REGION:6740	gyrus rostralis inferior
9141	UNKN_REGION:6741	corticosubcortical gray
9142	UNKN_REGION:6742	gyrus frontalis medius
9143	UNKN_REGION:6743	oculomotor nucleus proper
9144	UNKN_REGION:6744	anterior crus of fornix
9145	UNKN_REGION:6745	ca1 field
9146	UNKN_REGION:6746	hippocampus praecommissuralis
9147	UNKN_REGION:6747	portio minor nervi trigemini
9148	UNKN_REGION:6748	corpus quadrigemina
9149	UNKN_REGION:6749	ventrolateral fissure of medulla
9150	UNKN_REGION:675	premammillary nuclei
9151	UNKN_REGION:6750	midbrain sensory related
9152	UNKN_REGION:6751	sulcus lateralis
9153	UNKN_REGION:6752	medial subnucleus of solitary tract
9154	UNKN_REGION:6753	temporal white matter - not otherwise specified
9155	UNKN_REGION:6754	paraolfactory sulcus
9156	UNKN_REGION:6755	secondary motor area
9157	UNKN_REGION:6756	nuclei vestibulares
9158	UNKN_REGION:6757	bed nuclei stria terminalis, anterior division, magnocellular nucleus
9159	UNKN_REGION:6758	nucleus periventricularis anteroventralis
9160	UNKN_REGION:6759	recessus suprapinealis
9161	UNKN_REGION:676	folia of cerebellum
9162	UNKN_REGION:6760	rhinencephalon
9163	UNKN_REGION:6761	lobus paramedianus cerebelli
9164	UNKN_REGION:6762	descending fibers of facial nerve
9165	UNKN_REGION:6763	optic radiations
9166	UNKN_REGION:6764	encephalon
9167	UNKN_REGION:6765	ventriculus lateralis, corpus
9168	UNKN_REGION:6766	trunculus corporis callosi
9169	UNKN_REGION:6767	modified granular cortex
9170	UNKN_REGION:6768	paragigantocellular reticular nucleus
9171	UNKN_REGION:6769	supraoculomotor nucleus
9172	UNKN_REGION:677	stratum opticum
9173	UNKN_REGION:6770	fasciculus longitudinalis superior
9174	UNKN_REGION:6771	lateral hypothalamic area, ventral region, lateral zone
9175	UNKN_REGION:6772	entorhinal area medial part, ventral zone
9176	UNKN_REGION:6773	substantia grisea centralis
9177	UNKN_REGION:6774	nucleus sensorius principalis nervi trigemini
9178	UNKN_REGION:6775	oral pulvinar nucleus
9179	UNKN_REGION:6776	preoccipital incisura
9180	UNKN_REGION:6777	medial raphe nucleus
9181	UNKN_REGION:6778	sublaterodorsal nucleus
9182	UNKN_REGION:6779	gyrus frontalis medialis
9183	UNKN_REGION:678	hilus gyri dentati
9184	UNKN_REGION:6780	dorsal accessory inferior olivary nucleus
9185	UNKN_REGION:6781	accessory oculomotor nuclei
9186	UNKN_REGION:6782	lobulus parafloccularis cerebelli
9187	UNKN_REGION:6783	posterior column tracts
9188	UNKN_REGION:6784	inferior olive, subnucleus c of medial nucleus
9189	UNKN_REGION:6785	pretectal area
9190	UNKN_REGION:6786	dorsal entorhinal area 34
9191	UNKN_REGION:6787	short gyri of insula
9192	UNKN_REGION:6788	anterior lobe
9193	UNKN_REGION:6789	regio olivaris superioris
9194	UNKN_REGION:679	fasciculus cuneatus
9195	UNKN_REGION:6790	vestibulocochlear nerve fibers
9196	UNKN_REGION:6791	stratum sagittale internum
9197	UNKN_REGION:6792	field ca1 pyramidal layer
9198	UNKN_REGION:6793	subcallosal gyrus
9199	UNKN_REGION:6794	descending root of v
9200	UNKN_REGION:6795	anterior hypothalamic area, central part
9201	UNKN_REGION:6796	fornix postcommissuralis
9202	UNKN_REGION:6797	diffuse reticular nucleus
9203	UNKN_REGION:6798	area praelimbica
9204	UNKN_REGION:6799	area  tegmentalis
9205	UNKN_REGION:68	ectopic
9206	UNKN_REGION:680	rectus sulcus
9207	UNKN_REGION:6800	nucleus vestibularis magnocellularis
9208	UNKN_REGION:6801	tractus mamillo-thalamicus
9209	UNKN_REGION:6802	ventriculus lateralis, trigonum collaterale
9210	UNKN_REGION:6803	taenia thalami
9211	UNKN_REGION:6804	ventral nuclear group
9212	UNKN_REGION:6805	retrosplenial area lateral agranular part
9213	UNKN_REGION:6806	nucleus restiformis
9214	UNKN_REGION:6807	substantia medullaris parietalis
9215	UNKN_REGION:6808	vagus nerve nuclei
9216	UNKN_REGION:6809	pars retrolentiformis
9217	UNKN_REGION:681	temporal lobe
9218	UNKN_REGION:6810	pregenual area 33
9219	UNKN_REGION:6811	nucleus pigmentosus pontis
9220	UNKN_REGION:6812	paraventricular hypothalamic nucleus, dorsal cap
9221	UNKN_REGION:6813	cephalic flexure
9222	UNKN_REGION:6814	stratum alba colliculi rostralis
9223	UNKN_REGION:6815	tractus spinothalamicus
9224	UNKN_REGION:6816	primary intermediate sulcus
9225	UNKN_REGION:6817	parabrachial nucleus, lateral division, external lateral part
9226	UNKN_REGION:6818	nucleus arciformis pyramidalis
9227	UNKN_REGION:6819	chorioid plexus of fourth ventricle
9228	UNKN_REGION:682	stratum pyramidale hippocampi
9229	UNKN_REGION:6820	midbrain-hindbrain, motor, face
9230	UNKN_REGION:6821	trigeminal tract
9231	UNKN_REGION:6822	epiphysis
9232	UNKN_REGION:6823	nucleus limitans medialis
9233	UNKN_REGION:6824	primary somatosensory area, lower limb region
9234	UNKN_REGION:6825	tractus temporopontinus
9235	UNKN_REGION:6826	posterior gray column
9236	UNKN_REGION:6827	frontopontine fibers
9237	UNKN_REGION:6828	brachium conjunctivum
9238	UNKN_REGION:6829	tegmentum mesencephalicum
9239	UNKN_REGION:683	culmen lobule iv
9240	UNKN_REGION:6830	nucleus pontinus nervi trigemini
9241	UNKN_REGION:6831	dorsal accessory olivary nucleus
9242	UNKN_REGION:6832	nucleus oculomotorius accessorius
9243	UNKN_REGION:6833	sulci interlobares
9244	UNKN_REGION:6834	parabrachial nucleus medial division external medial part
9245	UNKN_REGION:6835	goll's nucleus
9246	UNKN_REGION:6836	alveus of fornix
9247	UNKN_REGION:6837	parietal association cortex
9248	UNKN_REGION:6838	ventral cochlear nucleus, anterior part
9249	UNKN_REGION:6839	nucleus of darkschewitsch
9250	UNKN_REGION:684	nucleus reticularis pontis, pars caudalis
9251	UNKN_REGION:6840	medial habenula ventral part
9252	UNKN_REGION:6841	nucleus centralis inferior thalami
9253	UNKN_REGION:6842	nucleus periventricularis praeopticus
9254	UNKN_REGION:6843	sulcus principalis
9255	UNKN_REGION:6844	nucleus corporis quadrigemini posterioris
9256	UNKN_REGION:6845	area limbica posterior
9257	UNKN_REGION:6846	nucleus anterior dorsalis thalami
9258	UNKN_REGION:6847	retrofacial nucleus
9259	UNKN_REGION:6848	nucleus thalamicus reticularis
9260	UNKN_REGION:6849	anterolateral corticospinal tract
9261	UNKN_REGION:685	nucleus globosus cerebelli
9262	UNKN_REGION:6850	motor trigeminal nucleus, ventromedial part
9263	UNKN_REGION:6851	interposed nucleus, main part
9264	UNKN_REGION:6852	septum verum
9265	UNKN_REGION:6853	sulcus frontalis primus
9266	UNKN_REGION:6854	midline nuclei of thalamus
9267	UNKN_REGION:6855	area 23a of vogt
9268	UNKN_REGION:6856	intracentral fissure 2
9269	UNKN_REGION:6857	nervus vestibulocochlearis
9270	UNKN_REGION:6858	fasciculus cuneatus
9271	UNKN_REGION:6859	posterior descending limb of lateral sulcus
9272	UNKN_REGION:686	intermediate region of hypophysis
9273	UNKN_REGION:6860	intercalated amygdalar nucleus
9274	UNKN_REGION:6861	area praetectalis
9275	UNKN_REGION:6862	claustrum parvum
9276	UNKN_REGION:6863	ramus horizontalis fissurae sylvii
9277	UNKN_REGION:6864	anterior region of motor thalamus
9278	UNKN_REGION:6865	cerebellar hemisphere
9279	UNKN_REGION:6866	capsula interna, pars anterior
9280	UNKN_REGION:6867	nucleus reticularis paramedianus myelencephali
9281	UNKN_REGION:6868	tuberculum nuclei cuneati
9282	UNKN_REGION:6869	trigeminal ganglion
9283	UNKN_REGION:687	area 5  of mauss-08
9284	UNKN_REGION:6870	fissura secunda
9285	UNKN_REGION:6871	posterodorsal preoptic nucleus
9286	UNKN_REGION:6872	putamen
9287	UNKN_REGION:6873	superior cingulate sulcus
9288	UNKN_REGION:6874	nucleus limitans opticus
9289	UNKN_REGION:6875	dorsal longitudinal fasciculus of schutz
9290	UNKN_REGION:6876	anterior nucleus of thalamus
9291	UNKN_REGION:6877	lateral posterior thalami c nucleus, laterorostral part
9292	UNKN_REGION:6878	septal region
9293	UNKN_REGION:6879	caudal intracentral fissure
9294	UNKN_REGION:688	superficial pes lemniscus
9295	UNKN_REGION:6880	nucleus area h1
9296	UNKN_REGION:6881	nucleus ambiguus dorsal division, stylopharyngeal motoneurons
9297	UNKN_REGION:6882	predorsal bundle
9298	UNKN_REGION:6883	transverse fissure of cerebrum
9299	UNKN_REGION:6884	fornix longus
9300	UNKN_REGION:6885	anterior olfactory nucleus lateral part pyramidal layer
9301	UNKN_REGION:6886	hilum of dentate nucleus
9302	UNKN_REGION:6887	nucleus of inferior commissure
9303	UNKN_REGION:6888	orbitoinsular sulcus
9304	UNKN_REGION:6889	commissura supramammillaris
9305	UNKN_REGION:689	bed nucleus of the stria terminalis, subcommissural part
9306	UNKN_REGION:6890	layers of presubiculum
9307	UNKN_REGION:6891	sylvian fissure
9308	UNKN_REGION:6892	area 45 of brodmann
9309	UNKN_REGION:6893	thoracic segments of spinal cord
9310	UNKN_REGION:6894	superior colliculus, intermediate white layer
9311	UNKN_REGION:6895	precommissural septal area
9312	UNKN_REGION:6896	nucleus corporis geniculati medialis, pars magnoce
9313	UNKN_REGION:6897	layers of ca2 field
9314	UNKN_REGION:6898	nucleus amygdaloideus basalis, pars medialis
9315	UNKN_REGION:6899	nucleus oralis tractus spinalis nervi trigemini
9316	UNKN_REGION:69	postmitotic
9317	UNKN_REGION:690	nucleus juxtasolitarius
9318	UNKN_REGION:6900	vertical occipital fasciculus
9319	UNKN_REGION:6901	tuberculum anterius thalami
9320	UNKN_REGION:6902	ventriculus lateralis, cornu posterius
9321	UNKN_REGION:6903	bed nucleus of the stria terminalis, posterointermediate part
9322	UNKN_REGION:6904	nucleus cuneatus lateralis
9323	UNKN_REGION:6905	ventral posterolateral nucleus of the thalamus, parvicellular part
9324	UNKN_REGION:6906	isthmus gyri cingulatus
9325	UNKN_REGION:6907	accessory nerve
9326	UNKN_REGION:6908	gyrus f3
9327	UNKN_REGION:6909	bed nucleus of the stria terminalis, lateral division, ventral part
9328	UNKN_REGION:691	digitationes cornu ammonis
9329	UNKN_REGION:6910	dorsal superficial arcuate fibers
9330	UNKN_REGION:6911	nervus accessorius
9331	UNKN_REGION:6912	precentral operculum
9332	UNKN_REGION:6913	nucleus pulvinaris lateralis
9333	UNKN_REGION:6914	nervus acusticus
9334	UNKN_REGION:6915	subhabenular nucleus
9335	UNKN_REGION:6916	white matter of medulla
9336	UNKN_REGION:6917	anterolateral visual area
9337	UNKN_REGION:6918	nucleus parafornicalis
9338	UNKN_REGION:6919	rhomboid fossa
9339	UNKN_REGION:692	tractus olfacto-mesencephalicus
9340	UNKN_REGION:6920	ventral lateral nucleus, oral part
9341	UNKN_REGION:6921	culmen anterior, posterior
9342	UNKN_REGION:6922	nucleus geniculatus medialis pars dorsalis
9343	UNKN_REGION:6923	nucleus of spinal tract of n. v
9344	UNKN_REGION:6924	interthalamic adhesion
9345	UNKN_REGION:6925	interpeduncular nucleus dorsomedial subnucleus
9346	UNKN_REGION:6926	medial preoptic nucleus lateral part
9347	UNKN_REGION:6927	anterior horizontal ramus of lateral fissure
9348	UNKN_REGION:6928	hilus of inferior olivary nucleus
9349	UNKN_REGION:6929	nucleus interpolaris tractus spinalis nervi trigemini
9350	UNKN_REGION:693	lobulus quadrangularis anterior
9351	UNKN_REGION:6930	area 8 gamma of the vogts
9352	UNKN_REGION:6931	median raphe
9353	UNKN_REGION:6932	commissura hippocampalis dorsalis
9354	UNKN_REGION:6933	posteriomedian lobule
9355	UNKN_REGION:6934	cornu posterius ventriculi lateralis
9356	UNKN_REGION:6935	nucleus ventralis lateralis, pars oralis
9357	UNKN_REGION:6936	nuclei trigemini
9358	UNKN_REGION:6937	intralimbic sulcus
9359	UNKN_REGION:6938	anterior olfactory nucleus medial part
9360	UNKN_REGION:6939	subparafascicular nucleus, magnocellular part
9361	UNKN_REGION:694	corticohypothalamic fibers
9362	UNKN_REGION:6940	commissura anterior
9363	UNKN_REGION:6941	rathke's pouch
9364	UNKN_REGION:6942	nucleus salivatorius cranialis
9365	UNKN_REGION:6943	parietal association cortex, posterior area
9366	UNKN_REGION:6944	lingual white matter
9367	UNKN_REGION:6945	nucleus centralis dorsalis
9368	UNKN_REGION:6946	pretectal nuclei
9369	UNKN_REGION:6947	lateral septal nucleus, rostral part, medial zone, ventral region, rostral domain
9370	UNKN_REGION:6948	dorsal median sulcus of medulla
9371	UNKN_REGION:6949	area posterior hypothalami
9372	UNKN_REGION:695	nuclei motorii medialis
9373	UNKN_REGION:6950	cuneiform lobe
9374	UNKN_REGION:6951	fibrae substantiae griseae centralis
9375	UNKN_REGION:6952	sulcus orbitalis internus
9376	UNKN_REGION:6953	lamina medullaris accessoria
9377	UNKN_REGION:6954	frontomarginal sulcus
9378	UNKN_REGION:6955	insula terminalis subventricularis
9379	UNKN_REGION:6956	projection areas of cortex
9380	UNKN_REGION:6957	pars anterior pontis
