	neuroNER_ID	neuroNER_Name
5673	UNKN_REGION:3617	nucleus semilunaris thalami
5674	UNKN_REGION:3618	area hypothalamica lateralis - not otherwise specified
5675	UNKN_REGION:3619	central gray columns
5676	UNKN_REGION:362	lateral septal nucleus, caudal part, ventral zone, lateral region
5677	UNKN_REGION:3620	superior temporal white matter
5678	UNKN_REGION:3621	nucleus perifornicalis hypothalami
5679	UNKN_REGION:3622	anterior commissure, intrabulbar part
5680	UNKN_REGION:3623	isthmus of rhombencephalon
5681	UNKN_REGION:3624	nucleus lateralis rostralis situs polaris
5682	UNKN_REGION:3625	short association bundles
5683	UNKN_REGION:3626	parietal region
5684	UNKN_REGION:3627	area 41 of brodmann
5685	UNKN_REGION:3628	nucleus pulvinaris intergeniculatus
5686	UNKN_REGION:3629	arcuate hypothalamic nucleus, lateroposterior part
5687	UNKN_REGION:363	posterior pillar of fornix
5688	UNKN_REGION:3630	stria laminae plexiformis
5689	UNKN_REGION:3631	area entorhinalis
5690	UNKN_REGION:3632	subbrachial nucleus
5691	UNKN_REGION:3633	bed nuclei of the stria terminalis, posterior division, transverse nucleus
5692	UNKN_REGION:3634	posterior transverse temporal area 42
5693	UNKN_REGION:3635	anterior lobe of pituitary
5694	UNKN_REGION:3636	anterior olfactory nucleus lateral part molecular layer
5695	UNKN_REGION:3637	anterior tract of turck
5696	UNKN_REGION:3638	general somatic efferents
5697	UNKN_REGION:3639	subiculum dorsal part
5698	UNKN_REGION:364	superior parietal gyrus
5699	UNKN_REGION:3640	lateral septal nucleus ventral part
5700	UNKN_REGION:3641	copula pyramidis sublobule b
5701	UNKN_REGION:3642	medial septal complex
5702	UNKN_REGION:3643	hilus of dentate gyrus
5703	UNKN_REGION:3644	lissauer's tract
5704	UNKN_REGION:3645	thalamocortical tract
5705	UNKN_REGION:3646	commissural nucleus of spinal cord
5706	UNKN_REGION:3647	oral part of ventral lateral nucleus
5707	UNKN_REGION:3648	area 45 of walker
5708	UNKN_REGION:3649	uvula
5709	UNKN_REGION:365	mitral cell layer of the olfactory bulb
5710	UNKN_REGION:3650	nucleus medianus anuli aquaeducti
5711	UNKN_REGION:3651	gyrus orbitalis medius
5712	UNKN_REGION:3652	fissura horizontalis
5713	UNKN_REGION:3653	nucleus amygdaloideus basalis
5714	UNKN_REGION:3654	nucleus ventralis caudalis lateralis
5715	UNKN_REGION:3655	nucleus anterior thalami ventralis
5716	UNKN_REGION:3656	periaqueductal gray, rostrolateral division
5717	UNKN_REGION:3657	spinal accessory nucleus
5718	UNKN_REGION:3658	limbic lobe
5719	UNKN_REGION:3659	decussations of telencephalon
5720	UNKN_REGION:366	nucleus reuniens rostral division anterior part
5721	UNKN_REGION:3660	folium-tuber vermis
5722	UNKN_REGION:3661	pontine cistern
5723	UNKN_REGION:3662	association nuclear group
5724	UNKN_REGION:3663	medial corticohypothalamic tract
5725	UNKN_REGION:3664	gyrus rostralis inferior
5726	UNKN_REGION:3665	tractus tubero-hypophyseus
5727	UNKN_REGION:3666	colliculus rostralis
5728	UNKN_REGION:3667	temporopolar area 38
5729	UNKN_REGION:3668	cytoarchitectural fields of cerebral cortex
5730	UNKN_REGION:3669	nucleus reticularis paramedianus
5731	UNKN_REGION:367	sulcus rhinalis
5732	UNKN_REGION:3670	nucleus arcuatus thalami
5733	UNKN_REGION:3671	intermediate region of cerebellum
5734	UNKN_REGION:3672	posterior nuclear complex of thalamus
5735	UNKN_REGION:3673	tractus supraopticohypophysialis
5736	UNKN_REGION:3674	nucleus of perlia
5737	UNKN_REGION:3675	sexual dimorphic nucleus
5738	UNKN_REGION:3676	acoustic sulcus
5739	UNKN_REGION:3677	nucleus paragigantocellularis lateralis
5740	UNKN_REGION:3678	cerebral vesicle
5741	UNKN_REGION:3679	gyrus frontalis inferior, pars orbitalis
5742	UNKN_REGION:368	sulcus orbitalis externus
5743	UNKN_REGION:3680	nervi craniales
5744	UNKN_REGION:3681	gyrus intralimbicus
5745	UNKN_REGION:3682	nucleus ventralis anterior thalami
5746	UNKN_REGION:3683	gyrus frontalis medialis
5747	UNKN_REGION:3684	paraventricular hypothalamic nucleus, dorsal parvicellular part
5748	UNKN_REGION:3685	sulcus habenulae
5749	UNKN_REGION:3686	neural groove
5750	UNKN_REGION:3687	superficial features
5751	UNKN_REGION:3688	orbital operculum
5752	UNKN_REGION:3689	fasciculus mamillaris
5753	UNKN_REGION:369	c3 adrenaline cells
5754	UNKN_REGION:3690	calcar sulci arcuati
5755	UNKN_REGION:3691	inferior central nucleus
5756	UNKN_REGION:3692	midbrain reticular formation
5757	UNKN_REGION:3693	sulcus intermedius secundus
5758	UNKN_REGION:3694	limbic lobe
5759	UNKN_REGION:3695	uncinate fasciculus of cerebral hemisphere
5760	UNKN_REGION:3696	intermediate orbital gyrus
5761	UNKN_REGION:3697	tail of dentate gyrus
5762	UNKN_REGION:3698	paraventricular thalamic nucleus, anterior part
5763	UNKN_REGION:3699	pyramis vermis
5764	UNKN_REGION:37	epidermal
5765	UNKN_REGION:370	ramus marginalis sulci cingulati
5766	UNKN_REGION:3700	nucleus of the bulbocavernosus
5767	UNKN_REGION:3701	thalamic medullary laminae
5768	UNKN_REGION:3702	area of broca
5769	UNKN_REGION:3703	reticularis medullae pedunculi
5770	UNKN_REGION:3704	nucleus habenulae medialis
5771	UNKN_REGION:3705	fibrae arcuatae externae ventrales
5772	UNKN_REGION:3706	incisure of tentorium cerebelli
5773	UNKN_REGION:3707	brodmann's area 48
5774	UNKN_REGION:3708	pars reticulata, subnucleus medialis
5775	UNKN_REGION:3709	visceral oculomotor nuclei
5776	UNKN_REGION:371	nucleus geniculatus medialis fibrosus
5777	UNKN_REGION:3710	pedunculi cerebelli
5778	UNKN_REGION:3711	fissura prima
5779	UNKN_REGION:3712	ramus anterior sulcus lateralis
5780	UNKN_REGION:3713	genu of internal capsule
5781	UNKN_REGION:3714	copula pyramidis, sublobules a,b
5782	UNKN_REGION:3715	paraventricular hypothalamic nucleus, descending division, forniceal part
5783	UNKN_REGION:3716	cerebellar folia
5784	UNKN_REGION:3717	gasserian ganglion
5785	UNKN_REGION:3718	sublentiform part
5786	UNKN_REGION:3719	medial amygdaloid nucleus, anterior part
5787	UNKN_REGION:372	sulcus lateralis, ramus anterior
5788	UNKN_REGION:3720	dorsal raphe nucleus, caudal part
5789	UNKN_REGION:3721	paraventricular nucleus of the hypothalamus, parvicellular division, anterior parvicellular part
5790	UNKN_REGION:3722	area parastriata of smith
5791	UNKN_REGION:3723	systema nervosum periphericum
5792	UNKN_REGION:3724	ventrobasal nucleus
5793	UNKN_REGION:3725	gudden's commissure
5794	UNKN_REGION:3726	central amygdaloid nucleus, lateral division
5795	UNKN_REGION:3727	substantia nigra reticular part
5796	UNKN_REGION:3728	area retrobulbaris
5797	UNKN_REGION:3729	parageminal nucleus
5798	UNKN_REGION:373	posterior column of fornix
5799	UNKN_REGION:3730	hypophysis cerebri
5800	UNKN_REGION:3731	epithalamus
5801	UNKN_REGION:3732	tenia tecta, dorsal part, layers 1-4
5802	UNKN_REGION:3733	nucleus olivaris mesencephali
5803	UNKN_REGION:3734	superior precentral sulcus
5804	UNKN_REGION:3735	dorsal ascending trigeminal tract
5805	UNKN_REGION:3736	extended amygdala
5806	UNKN_REGION:3737	lateral septal nucleus, rostral part, ventrolateral zone,dorsal region, medial domain
5807	UNKN_REGION:3738	ventral lateral geniculate nucleus, parvicellular part
5808	UNKN_REGION:3739	third ventricle preoptic recess
5809	UNKN_REGION:374	area 8 of brodmann-09
5810	UNKN_REGION:3740	dorsal posterior cingulate area 31
5811	UNKN_REGION:3741	lateral basal nucleus of the amygdala
5812	UNKN_REGION:3742	nucleus ventrocaudalis anterior internus
5813	UNKN_REGION:3743	area 23b of vogt
5814	UNKN_REGION:3744	ventral posterior thalamic nucleus
5815	UNKN_REGION:3745	nucleus solitarius
5816	UNKN_REGION:3746	fissura parieto-occipitalis
5817	UNKN_REGION:3747	midbrain-hindbrain, motor
5818	UNKN_REGION:3748	inferior colliculus dorsal nucleus
5819	UNKN_REGION:3749	sacral parasympathetic cell column
5820	UNKN_REGION:375	lateral division of central nucleus of amygdala
5821	UNKN_REGION:3750	deep mesencephalic nucleus
5822	UNKN_REGION:3751	periventricular hypothalamic nucleus
5823	UNKN_REGION:3752	cuneate fasciculus of medulla
5824	UNKN_REGION:3753	frontal gaze center
5825	UNKN_REGION:3754	lobule v
5826	UNKN_REGION:3755	nucleus pontis
5827	UNKN_REGION:3756	lobule vi of vermis
5828	UNKN_REGION:3757	proper sensory nucleus
5829	UNKN_REGION:3758	nucleus spinalis nervi trigemini, pars caudalis
5830	UNKN_REGION:3759	medulla, sensory related
5831	UNKN_REGION:376	plexus choroidea
5832	UNKN_REGION:3760	xiphoid nucleus of the thalamus
5833	UNKN_REGION:3761	midline group of the dorsal thalamus
5834	UNKN_REGION:3762	uvula of cerebellum
5835	UNKN_REGION:3763	dorsomedial central lateral nucleus
5836	UNKN_REGION:3764	prehippocampal rudiment
5837	UNKN_REGION:3765	insular cortex
5838	UNKN_REGION:3766	pons, sensory related
5839	UNKN_REGION:3767	periventricular zone
5840	UNKN_REGION:3768	endopiriform nucleus
5841	UNKN_REGION:3769	stria laminae granularis externa
5842	UNKN_REGION:377	third ventricle - not otherwise specified
5843	UNKN_REGION:3770	caudal central nucleus
5844	UNKN_REGION:3771	lateral aperture of fourth ventricle
5845	UNKN_REGION:3772	nucleus praegeniculatus
5846	UNKN_REGION:3773	thalamic fiber tracts
5847	UNKN_REGION:3774	magnocellular nucleus of the lateral hypothalamus
5848	UNKN_REGION:3775	nucleus praegeniculatus fibrosus
5849	UNKN_REGION:3776	ascending reticular activating system
5850	UNKN_REGION:3777	flocculus secundus cerebelli
5851	UNKN_REGION:3778	insula olfactoria
5852	UNKN_REGION:3779	nuclei metathalami
5853	UNKN_REGION:378	tela choroidea
5854	UNKN_REGION:3780	accessory portion of spinal accessory nerve
5855	UNKN_REGION:3781	brodmann's area 35
5856	UNKN_REGION:3782	parabrachial nucleus, lateral division, superior lateral part
5857	UNKN_REGION:3783	paragigantocellular reticular nucleus dorsal part
5858	UNKN_REGION:3784	primary somatosensory cortex, shoulder-neck region
5859	UNKN_REGION:3785	striatum ventral region
5860	UNKN_REGION:3786	retrosplenial area ventral part
5861	UNKN_REGION:3787	fusiform layer
5862	UNKN_REGION:3788	commissural nucleus-1
5863	UNKN_REGION:3789	reticulospinal tract
5864	UNKN_REGION:379	superior ramus of arcuate sulcus
5865	UNKN_REGION:3790	tegmentum pontis
5866	UNKN_REGION:3791	pallidum ventral region
5867	UNKN_REGION:3792	insula terminalis tubercularis
5868	UNKN_REGION:3793	polymorph layer of the dentate gyrus
5869	UNKN_REGION:3794	granule cell layer
5870	UNKN_REGION:3795	substantia nigra reticular part
5871	UNKN_REGION:3796	superficial medullary stratum
5872	UNKN_REGION:3797	dentate gyrus, crest-polymorph layer
5873	UNKN_REGION:3798	uncus
5874	UNKN_REGION:3799	substantia nigra, pars lateralis
5875	UNKN_REGION:38	laryngeal
5876	UNKN_REGION:380	calcarine fissure
5877	UNKN_REGION:3800	chorioid plexus of lateral ventricle
5878	UNKN_REGION:3801	mediodorsal nucleus
5879	UNKN_REGION:3802	conus medullaris
5880	UNKN_REGION:3803	lacunosum moleculare layer of the hippocampus
5881	UNKN_REGION:3804	laminae albae
5882	UNKN_REGION:3805	isthmus cinguli
5883	UNKN_REGION:3806	central cervical nucleus
5884	UNKN_REGION:3807	fasciculus uncinatus
5885	UNKN_REGION:3808	archaeocerebellum
5886	UNKN_REGION:3809	anterior forceps of corpus callosum
5887	UNKN_REGION:381	olfactory radiations of zuckerkandl
5888	UNKN_REGION:3810	posterior lobe of cerebellum
5889	UNKN_REGION:3811	lamina medullaris thalami externa
5890	UNKN_REGION:3812	stratum griseum profundum
5891	UNKN_REGION:3813	area x of olszewski
5892	UNKN_REGION:3814	nucleus centralis amygdalae
5893	UNKN_REGION:3815	intermediate short gyrus
5894	UNKN_REGION:3816	ventral posterolateral thalamic nucleus
5895	UNKN_REGION:3817	nervus facialis
5896	UNKN_REGION:3818	anterior cingulate area ventral part
5897	UNKN_REGION:3819	nucleus supraopticus hypothalami
5898	UNKN_REGION:382	lateral pyramidal tract
5899	UNKN_REGION:3820	auditory radiation
5900	UNKN_REGION:3821	pons varolii
5901	UNKN_REGION:3822	secondary somesthetic area
5902	UNKN_REGION:3823	field ca3 of hippocampus
5903	UNKN_REGION:3824	magnopyramidal temporal belt
5904	UNKN_REGION:3825	clarke's nucleus
5905	UNKN_REGION:3826	semioval center
5906	UNKN_REGION:3827	deep transitional gyrus
5907	UNKN_REGION:3828	dentatothalamic fibers
5908	UNKN_REGION:3829	nucleus paraventricularis caudalis
5909	UNKN_REGION:383	gyrus paraterminalis
5910	UNKN_REGION:3830	substantia innominata of reil
5911	UNKN_REGION:3831	supraspinal nucleus
5912	UNKN_REGION:3832	colliculus superior, stratum intermedium
5913	UNKN_REGION:3833	bed nuclei of the stria terminalis posterior division strial extension
5914	UNKN_REGION:3834	second posterior central gyrus
5915	UNKN_REGION:3835	parabrachial nucleus, lateral division, dorsal lateral part
5916	UNKN_REGION:3836	superior parietal sulcus
5917	UNKN_REGION:3837	nucleus anterior principalis
5918	UNKN_REGION:3838	formatio reticularis tegmenti mesencephali
5919	UNKN_REGION:3839	paraflocculus-1
5920	UNKN_REGION:384	spinocerebellar tracts
5921	UNKN_REGION:3840	superior occipital gyrus
5922	UNKN_REGION:3841	posterodorsal part of ventral lateral posterior nucleus
5923	UNKN_REGION:3842	tuberculum cinereum
5924	UNKN_REGION:3843	midbrain behavioral state related
5925	UNKN_REGION:3844	fronto-orbital gyrus
5926	UNKN_REGION:3845	lobules iv-v
5927	UNKN_REGION:3846	dorsal coclear nucleus
5928	UNKN_REGION:3847	nucleus dentatus
5929	UNKN_REGION:3848	tractus hypothalamicotegmentalis
5930	UNKN_REGION:3849	nerve xi
5931	UNKN_REGION:385	nucleus hypothalami paraventricularis
5932	UNKN_REGION:3850	deep gray layer of superior colliculus
5933	UNKN_REGION:3851	vesicles of brain
5934	UNKN_REGION:3852	funiculus anterior
5935	UNKN_REGION:3853	nuclei parataeniales thalami
5936	UNKN_REGION:3854	nucleus proprius cornu ventralis
5937	UNKN_REGION:3855	oriens layer of the hippocampus
5938	UNKN_REGION:3856	interpeduncular nucleus, lateral subnucleus, intermediate part
5939	UNKN_REGION:3857	lobulus centralis
5940	UNKN_REGION:3858	forceps occipitalis
5941	UNKN_REGION:3859	area tegmentalis, pars dorsalis
5942	UNKN_REGION:386	subcoeruleus nucleus, ventral part
5943	UNKN_REGION:3860	superior fovea
5944	UNKN_REGION:3861	nucleus externus
5945	UNKN_REGION:3862	bed nuclei of the stria terminalis anterior division magnocellular nucleus
5946	UNKN_REGION:3863	apertura medialis ventriculi quarti
5947	UNKN_REGION:3864	nucleus cuneatus accessorius
5948	UNKN_REGION:3865	vomeronasal-terminal nerve complex
5949	UNKN_REGION:3866	corpus medullare
5950	UNKN_REGION:3867	nucleus of the raphe
5951	UNKN_REGION:3868	nucleus salivatorius caudalis
5952	UNKN_REGION:3869	medial vestibulospinal tract
5953	UNKN_REGION:387	gyrus occipitalis medius
5954	UNKN_REGION:3870	hypoglossal nerve fibers
5955	UNKN_REGION:3871	orbital sulcus
5956	UNKN_REGION:3872	fibrae frontopontinae
5957	UNKN_REGION:3873	lamina vi
5958	UNKN_REGION:3874	lateral reticulospinal tract
5959	UNKN_REGION:3875	nucleus ventralis posterior
5960	UNKN_REGION:3876	stria of gennari
5961	UNKN_REGION:3877	area 9b of the vogts
5962	UNKN_REGION:3878	trigeminal tubercle
5963	UNKN_REGION:3879	ventral posteromedial nucleus of the thalamus, parvicellular part
5964	UNKN_REGION:388	posterior complex of the thalamus
5965	UNKN_REGION:3880	parieto-occipital incisure
5966	UNKN_REGION:3881	gyrus angularis
5967	UNKN_REGION:3882	pretrigeminal level of pons
5968	UNKN_REGION:3883	gyrus frontalis inferior, pars opercularis
5969	UNKN_REGION:3884	anteroventral preoptic nucleus
5970	UNKN_REGION:3885	tractus tegmentalis centralis
5971	UNKN_REGION:3886	nucleus ventralis raphae
5972	UNKN_REGION:3887	periolivary nuclei
5973	UNKN_REGION:3888	bulbus cornus occipitalis
5974	UNKN_REGION:3889	area entorhinalis ventralis et dorsalis
5975	UNKN_REGION:389	septohypothalamic nucleus
5976	UNKN_REGION:3890	midbrain-hindbrain, sensory, auditory
5977	UNKN_REGION:3891	facial nerve fibers
5978	UNKN_REGION:3892	midbrain-hindbrain, sensory
5979	UNKN_REGION:3893	posterior thalamic nuclear group, triangular part
5980	UNKN_REGION:3894	laterodorsal tegmental nucleus
5981	UNKN_REGION:3895	dentate nucleus, parvicellular part
5982	UNKN_REGION:3896	midline group of the dorsal thalamus
5983	UNKN_REGION:3897	lingula of cerebral hemisphere
5984	UNKN_REGION:3898	nucleus tegmentalis centralis inferior
5985	UNKN_REGION:3899	area of wernicke
5986	UNKN_REGION:39	ventrotegmental
5987	UNKN_REGION:390	dentate gyrus, lateral blade-molecular layer
5988	UNKN_REGION:3900	cortex cingularis anterior
5989	UNKN_REGION:3901	band of giacomini
5990	UNKN_REGION:3902	radiatio geniculotemporalis
5991	UNKN_REGION:3903	sulcus intermedius posterior
5992	UNKN_REGION:3904	tegmen ventriculi quarti
5993	UNKN_REGION:3905	septum precommissurale
5994	UNKN_REGION:3906	cerebral peduncle
5995	UNKN_REGION:3907	lobi cerebrales
5996	UNKN_REGION:3908	nucleus cucullaris
5997	UNKN_REGION:3909	median accessory nucleus of the medulla
5998	UNKN_REGION:391	area 11 of mauss-08
5999	UNKN_REGION:3910	fasciculus olfactorius
6000	UNKN_REGION:3911	nucleus ventrocaudalis anterior externus
6001	UNKN_REGION:3912	caudal part of ventral posterolateral nucleus
6002	UNKN_REGION:3913	prefrontal cortex
6003	UNKN_REGION:3914	subparafascicular nucleus magnocellular part
6004	UNKN_REGION:3915	edinger-westphal nucleus
6005	UNKN_REGION:3916	anteromedial nucleus thalamus, dorsal part
6006	UNKN_REGION:3917	nucleus abducens
6007	UNKN_REGION:3918	lobule ix of larsell
6008	UNKN_REGION:3919	ectosplenial area 26
6009	UNKN_REGION:392	foramen of monro
6010	UNKN_REGION:3920	paleopallium
6011	UNKN_REGION:3921	nucleus colliculus inferioris
6012	UNKN_REGION:3922	inferior thalamic peduncle
6013	UNKN_REGION:3923	area amygdalohippocampalis
6014	UNKN_REGION:3924	internuclear area, hypothalamic periventricular region
6015	UNKN_REGION:3925	sulcus rostralis inferior
6016	UNKN_REGION:3926	nucleus nervi oculomotorii, pars intermedius
6017	UNKN_REGION:3927	posterior thalamic nuclear group
6018	UNKN_REGION:3928	capsule of subthalamic nucleus
6019	UNKN_REGION:3929	juxtallocortex
6020	UNKN_REGION:393	intermediate zone of cerebellum
6021	UNKN_REGION:3930	funiculus gracilis
6022	UNKN_REGION:3931	area parietalis
6023	UNKN_REGION:3932	gyri of heschl
6024	UNKN_REGION:3933	accessory medullary lamina of pallidum
6025	UNKN_REGION:3934	nucleus geniculatus medialis, pars magnocellularis
6026	UNKN_REGION:3935	bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus
6027	UNKN_REGION:3936	cortical maps
6028	UNKN_REGION:3937	ectocalcarine sulcus
6029	UNKN_REGION:3938	nucleus periventricularis hypothalami, pars dorsalis
6030	UNKN_REGION:3939	field ca1 pyramidal layer, superficial
6031	UNKN_REGION:394	anteromedial nucleus of thalamus ventral part
6032	UNKN_REGION:3940	vermis
6033	UNKN_REGION:3941	fibrae marginalis tecti
6034	UNKN_REGION:3942	techtothalamic pathway
6035	UNKN_REGION:3943	regio temporalis
6036	UNKN_REGION:3944	lateral thalamic nuclei
6037	UNKN_REGION:3945	lateral stripe of the striatum
6038	UNKN_REGION:3946	tractus hypothalamico-hypophyseus
6039	UNKN_REGION:3947	tractus uncinatus
6040	UNKN_REGION:3948	central lobe of the cerebellum, lobule 8
6041	UNKN_REGION:3949	parasubiculum layer 4
6042	UNKN_REGION:395	pallidohypothalamic fibers
6043	UNKN_REGION:3950	tonsil
6044	UNKN_REGION:3951	anterior periventricular nucleus of the hypothalamus
6045	UNKN_REGION:3952	superior cerebellar peduncle of midbrain
6046	UNKN_REGION:3953	cerveau isolé
6047	UNKN_REGION:3954	spino-medullary junction
6048	UNKN_REGION:3955	interstitial nucleus of the auditory nerve
6049	UNKN_REGION:3956	bed nuclei of the stria terminalis, posterior division, dorsal nucleus
6050	UNKN_REGION:3957	lateral septal nucleus rostral  part ventrolateral zone
6051	UNKN_REGION:3958	anterior middle temporal sulcus
6052	UNKN_REGION:3959	perlia nucleus of oculomotor nerve
6053	UNKN_REGION:396	accessory nucleus of the ventral horn
6054	UNKN_REGION:3960	vestibulocerebellar tract
6055	UNKN_REGION:3961	area parabigeminalis
6056	UNKN_REGION:3962	nucleus of tegmental field
6057	UNKN_REGION:3963	nucleus hypolenticularis
6058	UNKN_REGION:3964	postcentral fissure of cerebral hemisphere
6059	UNKN_REGION:3965	reticular formation-1
6060	UNKN_REGION:3966	field ca2, pyramidal layer
6061	UNKN_REGION:3967	subnucleus compactus
6062	UNKN_REGION:3968	dg internal feature 1
6063	UNKN_REGION:3969	dorsal transition zone
6064	UNKN_REGION:397	nucleus olivaris pretectalis
6065	UNKN_REGION:3970	fasciculus obliquus crucis cerebri
6066	UNKN_REGION:3971	comma field of schultze
6067	UNKN_REGION:3972	nucleus hypothalamicus dorsalis
6068	UNKN_REGION:3973	nuclei lentiformes
6069	UNKN_REGION:3974	sulcus pedunculo-pontinus
6070	UNKN_REGION:3975	superior nucleus of cranial nerve 5
6071	UNKN_REGION:3976	amygdaloid nuclear complex
6072	UNKN_REGION:3977	thalamoparietal fibers
6073	UNKN_REGION:3978	area 14 of walker
6074	UNKN_REGION:3979	gyrus frontopolaris transversus
6075	UNKN_REGION:398	transverse occipital fasciculus of lingual lobule
6076	UNKN_REGION:3980	ramus ascendens sulci cerebri lateralis
6077	UNKN_REGION:3981	dentate gyrus lateral blade molecular layer
6078	UNKN_REGION:3982	radices spinales nervi accessorii
6079	UNKN_REGION:3983	ppa internal feature
6080	UNKN_REGION:3984	ventral group of the dorsal thalamus
6081	UNKN_REGION:3985	superior white lamina
6082	UNKN_REGION:3986	lamina medullaris interna
6083	UNKN_REGION:3987	area praecentralis
6084	UNKN_REGION:3988	lateral septal nucleus rostral  part dorsolateral zone medial region dorsal domain
6085	UNKN_REGION:3989	lateral septal nucleus rostral  part dorsolateral zone lateral region
6086	UNKN_REGION:399	olivospinal tract of helweg
6087	UNKN_REGION:3990	nucleus zentrolateralis caudalis internus
6088	UNKN_REGION:3991	nucleus striae terminalis
6089	UNKN_REGION:3992	commissura anterior, pars posterior
6090	UNKN_REGION:3993	dentate gyrus, crest
6091	UNKN_REGION:3994	postlenticular portion of internal capsule
6092	UNKN_REGION:3995	pyramis of vermis
6093	UNKN_REGION:3996	main cingulate gyrus
6094	UNKN_REGION:3997	lamina of septum pellucidum
6095	UNKN_REGION:3998	nucleus centralis medullae oblongatae
6096	UNKN_REGION:3999	postcentral sulcus
6097	UNKN_REGION:4	nigrostriatal
6098	UNKN_REGION:40	mesocortical
6099	UNKN_REGION:400	parabrachial nucleus, lateral division, central lateral part
6100	UNKN_REGION:4000	supraopticohypophysial tract
6101	UNKN_REGION:4001	pes pedunculi of midbrain
6102	UNKN_REGION:4002	systema nervosum centrale
6103	UNKN_REGION:4003	substantia medullaris cerebelli
6104	UNKN_REGION:4004	ethmoidal nucleus of the thalamus
6105	UNKN_REGION:4005	fibrae nervi trochlearis
6106	UNKN_REGION:4006	area opercularis
6107	UNKN_REGION:4007	area 13 of mauss-08
6108	UNKN_REGION:4008	granular layer of the dentate gyrus
6109	UNKN_REGION:4009	cortex cerebri
6110	UNKN_REGION:401	nucleus of eminentia teres
6111	UNKN_REGION:4010	substantia nigra
6112	UNKN_REGION:4011	fourth ventricle proper
6113	UNKN_REGION:4012	nucleus anterodorsalis
6114	UNKN_REGION:4013	superior frontal sulcus
6115	UNKN_REGION:4014	fasciculi laterales pontis
6116	UNKN_REGION:4015	nucleus cochlearis anteroventralis
6117	UNKN_REGION:4016	nucleus ventralis thalami anterior
6118	UNKN_REGION:4017	ventral posteromedial nucleus of thalamus, parvicellular part
6119	UNKN_REGION:4018	lobulus medius medianus
6120	UNKN_REGION:4019	nucleus parabranchialis pigmentosus
6121	UNKN_REGION:402	gyri cerebri
6122	UNKN_REGION:4020	nuclei anteriores
6123	UNKN_REGION:4021	fibrae descendens nervi facialis
6124	UNKN_REGION:4022	area 46 of brodmann
6125	UNKN_REGION:4023	area 33 of mauss-08
6126	UNKN_REGION:4024	supramammillary nucleus lateral part
6127	UNKN_REGION:4025	lobus caudalis cerebelli
6128	UNKN_REGION:4026	globus pallidus, pars externa
6129	UNKN_REGION:4027	nucleus ansae lenticularis
6130	UNKN_REGION:4028	retro-olivary sulcus
6131	UNKN_REGION:4029	centromedian-parafascicular nuclear complex
6132	UNKN_REGION:403	motor speech area of broca
6133	UNKN_REGION:4030	nucleus endymalis
6134	UNKN_REGION:4031	polymorphic layer of dentate gyrus
6135	UNKN_REGION:4032	reticulotegmental nucleus
6136	UNKN_REGION:4033	primary fissure of cerebellum
6137	UNKN_REGION:4034	nucleus paraventricularis thalami
6138	UNKN_REGION:4035	cisterna ambiens
6139	UNKN_REGION:4036	lamina medullaris nuclei rubris
6140	UNKN_REGION:4037	sulcus rostralis
6141	UNKN_REGION:4038	field ca1, ammon's horn
6142	UNKN_REGION:4039	parabrachial nucleus lateral division external lateral part
6143	UNKN_REGION:404	inferior occipital gyrus
6144	UNKN_REGION:4040	inner medullary lamina
6145	UNKN_REGION:4041	upper limbic gyrus
6146	UNKN_REGION:4042	circular sulcus of insula
6147	UNKN_REGION:4043	tractus olivocerebellaris
6148	UNKN_REGION:4044	mantle layer of neural tube
6149	UNKN_REGION:4045	lyra davidis
6150	UNKN_REGION:4046	nucleus centromedianus
6151	UNKN_REGION:4047	vestibular ganglion of scarpa
6152	UNKN_REGION:4048	nucleus thalamicus anteroprincipalis
6153	UNKN_REGION:4049	thalamic fasciculus
6154	UNKN_REGION:405	sulcus parieto-occipitalis
6155	UNKN_REGION:4050	macaque brain
6156	UNKN_REGION:4051	lobus parietalis
6157	UNKN_REGION:4052	dorsomedial nucleus of the hypothalamus ventral part
6158	UNKN_REGION:4053	encephale isole
6159	UNKN_REGION:4054	reuniens nucleus of the thalamus
6160	UNKN_REGION:4055	intermediate geniculate nucleus
6161	UNKN_REGION:4056	medullary central gray substance
6162	UNKN_REGION:4057	fasciculus occipito-frontalis superior
6163	UNKN_REGION:4058	heterotypic cortex
6164	UNKN_REGION:4059	gemini hypothalamic nucleus
6165	UNKN_REGION:406	parietal operculum
6166	UNKN_REGION:4060	tractus cerebello-rubro-thalamicus
6167	UNKN_REGION:4061	lateral nucleus of oculomotor nerve
6168	UNKN_REGION:4062	nucleus amygdaloideus basomedialis
6169	UNKN_REGION:4063	nucleus septalis lateralis
6170	UNKN_REGION:4064	median eminence, external lamina
6171	UNKN_REGION:4065	retrosplenial area ventral part zone b/c
6172	UNKN_REGION:4066	fissura transversa cerebralis
6173	UNKN_REGION:4067	dorsal commissural nucleus
6174	UNKN_REGION:4068	dentate gyrus lateral blade granule cell layer
6175	UNKN_REGION:4069	gigantocellular reticular nucleus, alpha part
6176	UNKN_REGION:407	hippocampus retrocommissuralis
6177	UNKN_REGION:4070	corpus ventriculi lateralis
6178	UNKN_REGION:4071	gyrus cinguli posterior
6179	UNKN_REGION:4072	corpus ciliaris
6180	UNKN_REGION:4073	bed nuclei stria terminalis, posterior division, principal nucleus
